,Lat,Lon,SMS,SM1,SDS,SD1,,
1199,33.73032,-118.28196,1.636,0.949,1.091,0.633,,
2877,33.82367,-118.30661,1.636,0.93,1.09,0.62,,
1808,33.89219,-118.29093,1.637,0.906,1.091,0.604,,
2338,33.81982,-118.29993,1.637,0.932,1.092,0.621,,
11822,34.20211,-118.58789,1.637,0.9,1.091,0.6,,
721,33.80075,-118.26417,1.638,0.931,1.092,0.621,,
727,33.80329,-118.26436,1.638,0.93,1.092,0.62,,
729,33.80226,-118.26445,1.638,0.931,1.092,0.62,,
1718,33.89221,-118.28966,1.638,0.907,1.092,0.605,,
2375,33.81983,-118.30021,1.638,0.932,1.092,0.621,,
2449,33.81986,-118.30091,1.638,0.933,1.092,0.622,,
2512,33.82014,-118.30183,1.638,0.933,1.092,0.622,,
726,33.80083,-118.26434,1.639,0.931,1.092,0.621,,
1909,33.74215,-118.29311,1.639,0.951,1.093,0.634,,
2678,33.82099,-118.30409,1.639,0.933,1.093,0.622,,
2724,33.821,-118.30458,1.639,0.933,1.093,0.622,,
2748,33.821,-118.30478,1.639,0.933,1.093,0.622,,
11853,34.20273,-118.59036,1.639,0.9,1.093,0.6,,
11877,34.2031,-118.59256,1.639,0.9,1.093,0.6,,
2367,33.74789,-118.30015,1.64,0.952,1.093,0.634,,
2632,33.81984,-118.30342,1.64,0.934,1.094,0.623,,
2968,33.82208,-118.3078,1.64,0.934,1.093,0.622,,
11818,34.2022,-118.58681,1.64,0.9,1.093,0.6,,
11904,34.20356,-118.59463,1.64,0.9,1.093,0.6,,
1332,33.73446,-118.28437,1.641,0.952,1.094,0.635,,
8160,33.96519,-118.42384,1.641,0.949,1.094,0.632,,
1321,33.73445,-118.28409,1.642,0.953,1.095,0.635,,
1911,33.74295,-118.29314,1.642,0.953,1.095,0.635,,
1231,33.73266,-118.28239,1.643,0.953,1.095,0.636,,
2882,33.81985,-118.30664,1.643,0.937,1.095,0.624,,
2920,33.81985,-118.30717,1.643,0.937,1.096,0.625,,
2926,33.81985,-118.3073,1.643,0.937,1.096,0.625,,
2965,33.82045,-118.30778,1.643,0.936,1.095,0.624,,
11817,34.20241,-118.5868,1.643,0.9,1.095,0.6,,
11866,34.20322,-118.59118,1.643,0.9,1.095,0.6,,
11874,34.20335,-118.59225,1.643,0.9,1.095,0.6,,
11903,34.20383,-118.59463,1.643,0.9,1.096,0.6,,
11812,34.20245,-118.58625,1.644,0.9,1.096,0.6,,
11821,34.20275,-118.58786,1.645,0.9,1.096,0.6,,
11873,34.20356,-118.59221,1.645,0.9,1.097,0.6,,
11942,34.19573,-118.60057,1.645,0.905,1.096,0.603,,
1679,33.7406,-118.28924,1.646,0.956,1.098,0.637,,
1891,33.74356,-118.29289,1.646,0.955,1.097,0.637,,
8122,33.96363,-118.42297,1.646,0.945,1.097,0.63,,
10362,33.97436,-118.46145,1.646,0.987,1.097,0.658,,
11816,34.20266,-118.58679,1.646,0.9,1.097,0.6,,
11852,34.2033,-118.59032,1.646,0.9,1.097,0.6,,
1647,33.74035,-118.28877,1.647,0.956,1.098,0.637,,
11872,34.2037,-118.59221,1.647,0.9,1.098,0.6,,
544,33.79399,-118.24849,1.648,0.936,1.099,0.624,,
8072,33.96326,-118.42261,1.648,0.944,1.099,0.63,,
8075,33.96342,-118.42268,1.648,0.945,1.099,0.63,,
11789,34.20137,-118.57803,1.648,0.9,1.099,0.6,,
11924,34.20495,-118.59868,1.648,0.9,1.099,0.6,,
543,33.79364,-118.24811,1.649,0.937,1.1,0.624,,
1322,33.73628,-118.2841,1.649,0.957,1.099,0.638,,
8067,33.96315,-118.42251,1.649,0.944,1.099,0.629,,
11863,34.20369,-118.59087,1.649,0.9,1.1,0.6,,
11876,34.20391,-118.5924,1.649,0.9,1.099,0.6,,
8006,33.96007,-118.42154,1.65,0.938,1.1,0.625,,
8060,33.96304,-118.42242,1.65,0.944,1.1,0.629,,
11888,34.20425,-118.5939,1.65,0.9,1.1,0.6,,
11923,34.20509,-118.59868,1.65,0.9,1.1,0.6,,
1452,33.73888,-118.28613,1.651,0.959,1.101,0.639,,
11875,34.20413,-118.59238,1.651,0.9,1.101,0.6,,
11905,34.20452,-118.59464,1.651,0.9,1.101,0.6,,
11921,34.20523,-118.5986,1.651,0.9,1.101,0.6,,
712,33.79479,-118.26379,1.652,0.942,1.101,0.628,,
2983,33.81568,-118.30799,1.652,0.945,1.101,0.63,,
8003,33.96007,-118.42137,1.652,0.938,1.101,0.625,,
11862,34.20391,-118.59087,1.652,0.9,1.101,0.6,,
11887,34.20447,-118.5939,1.652,0.9,1.102,0.6,,
11786,34.20175,-118.57787,1.653,0.9,1.102,0.6,,
11884,34.20441,-118.59328,1.653,0.9,1.102,0.6,,
11920,34.20536,-118.5986,1.653,0.9,1.102,0.6,,
8037,33.9637,-118.42213,1.654,0.945,1.103,0.63,,
10439,33.97466,-118.46251,1.654,0.989,1.103,0.659,,
11780,34.20166,-118.57703,1.654,0.9,1.103,0.6,,
11882,34.20452,-118.59326,1.654,0.9,1.103,0.6,,
967,33.79535,-118.27486,1.655,0.947,1.104,0.631,,
7992,33.95986,-118.421,1.655,0.938,1.103,0.625,,
8030,33.96359,-118.42204,1.655,0.945,1.103,0.63,,
11925,34.20552,-118.59869,1.655,0.9,1.103,0.6,,
7990,33.96008,-118.42091,1.656,0.938,1.104,0.625,,
8028,33.96348,-118.42194,1.656,0.945,1.104,0.63,,
11764,34.20156,-118.57537,1.656,0.9,1.104,0.6,,
714,33.79269,-118.26383,1.657,0.946,1.105,0.631,,
10369,33.97553,-118.46161,1.657,0.99,1.105,0.66,,
11774,34.20177,-118.57623,1.657,0.9,1.105,0.6,,
8401,33.98336,-118.42976,1.659,0.985,1.106,0.657,,
11759,34.20173,-118.57439,1.66,0.9,1.107,0.6,,
11761,34.20173,-118.57469,1.66,0.9,1.106,0.6,,
1741,33.7449,-118.28988,1.661,0.965,1.107,0.643,,
11757,34.20166,-118.57362,1.661,0.9,1.107,0.6,,
8469,33.98456,-118.43049,1.662,0.988,1.108,0.658,,
2506,33.78496,-118.30172,1.663,0.961,1.109,0.641,,
1828,33.91007,-118.29123,1.664,0.919,1.109,0.612,,
2814,33.78662,-118.30568,1.664,0.962,1.11,0.641,,
2848,33.78576,-118.30616,1.664,0.962,1.109,0.641,,
10432,33.97585,-118.46237,1.664,0.991,1.109,0.661,,
2014,33.79402,-118.29519,1.665,0.959,1.11,0.639,,
2382,33.79034,-118.30026,1.665,0.961,1.11,0.641,,
2459,33.78974,-118.30117,1.665,0.962,1.11,0.641,,
2777,33.78711,-118.30512,1.665,0.962,1.11,0.641,,
2827,33.78751,-118.30584,1.665,0.963,1.11,0.642,,
957,33.78889,-118.27456,1.666,0.956,1.111,0.637,,
958,33.78877,-118.27462,1.666,0.956,1.111,0.637,,
1827,33.91111,-118.29123,1.666,0.919,1.111,0.613,,
2588,33.7902,-118.3029,1.666,0.963,1.111,0.642,,
2858,33.78837,-118.30627,1.666,0.963,1.111,0.642,,
2892,33.78754,-118.30683,1.666,0.963,1.11,0.642,,
2309,33.79612,-118.29956,1.667,0.961,1.111,0.641,,
2696,33.79051,-118.3044,1.667,0.963,1.112,0.642,,
2707,33.7902,-118.30447,1.667,0.963,1.111,0.642,,
2392,33.79648,-118.30039,1.668,0.962,1.112,0.641,,
2410,33.79647,-118.30056,1.668,0.962,1.112,0.641,,
2446,33.79601,-118.30088,1.668,0.962,1.112,0.642,,
2473,33.7955,-118.30139,1.668,0.963,1.112,0.642,,
2559,33.79311,-118.30234,1.668,0.963,1.112,0.642,,
1824,33.91261,-118.29122,1.669,0.921,1.113,0.614,,
1825,33.91246,-118.29122,1.669,0.921,1.113,0.614,,
2438,33.79755,-118.30082,1.669,0.963,1.112,0.642,,
2573,33.795,-118.30257,1.669,0.964,1.113,0.642,,
2928,33.79078,-118.30735,1.669,0.965,1.113,0.643,,
11933,34.20688,-118.59937,1.669,0.9,1.112,0.6,,
1822,33.91316,-118.29121,1.67,0.921,1.114,0.614,,
1836,33.91281,-118.29138,1.67,0.921,1.113,0.614,,
2959,33.79147,-118.3077,1.67,0.966,1.113,0.644,,
2970,33.79076,-118.30784,1.67,0.965,1.113,0.643,,
8442,33.986,-118.43014,1.67,0.99,1.113,0.66,,
8513,33.98607,-118.43102,1.67,0.991,1.113,0.661,,
10463,33.97639,-118.46283,1.671,0.992,1.114,0.662,,
10514,33.97599,-118.46364,1.671,0.993,1.114,0.662,,
11911,34.19487,-118.59542,1.671,0.911,1.114,0.607,,
11912,34.19487,-118.59542,1.671,0.911,1.114,0.607,,
11913,34.19487,-118.59546,1.671,0.911,1.114,0.607,,
2655,33.79751,-118.3038,1.672,0.965,1.115,0.644,,
2921,33.79302,-118.3072,1.672,0.966,1.114,0.644,,
8473,33.98638,-118.4306,1.672,0.991,1.115,0.661,,
11932,34.20719,-118.59937,1.672,0.9,1.115,0.6,,
974,33.78463,-118.27497,1.673,0.962,1.115,0.641,,
975,33.78448,-118.27497,1.673,0.962,1.115,0.641,,
2704,33.79747,-118.30446,1.673,0.966,1.115,0.644,,
2743,33.79748,-118.30472,1.673,0.966,1.116,0.644,,
12046,34.19112,-118.60807,1.673,0.902,1.115,0.601,,
12047,34.19112,-118.60807,1.673,0.902,1.115,0.601,,
971,33.78397,-118.27493,1.674,0.963,1.116,0.642,,
2732,33.79812,-118.30462,1.674,0.966,1.116,0.644,,
2775,33.7981,-118.30509,1.674,0.967,1.116,0.645,,
2784,33.79748,-118.30524,1.674,0.967,1.116,0.645,,
2971,33.79506,-118.30785,1.674,0.968,1.116,0.645,,
11890,34.19488,-118.59423,1.674,0.912,1.116,0.608,,
11891,34.19488,-118.59423,1.674,0.912,1.116,0.608,,
11892,34.19488,-118.59423,1.674,0.912,1.116,0.608,,
11893,34.19488,-118.59423,1.674,0.912,1.116,0.608,,
11894,34.19488,-118.59423,1.674,0.912,1.116,0.608,,
11895,34.19488,-118.59423,1.674,0.912,1.116,0.608,,
11896,34.19488,-118.59423,1.674,0.912,1.116,0.608,,
11899,34.19488,-118.59427,1.674,0.912,1.116,0.608,,
11900,34.19488,-118.59427,1.674,0.912,1.116,0.608,,
966,33.78295,-118.27484,1.675,0.964,1.117,0.643,,
2797,33.79805,-118.30546,1.675,0.967,1.117,0.645,,
2809,33.79748,-118.30564,1.675,0.967,1.116,0.645,,
2831,33.79748,-118.30598,1.675,0.968,1.117,0.645,,
2841,33.79749,-118.30611,1.675,0.968,1.117,0.645,,
12035,34.20852,-118.60464,1.675,0.9,1.117,0.6,,
928,33.78274,-118.2735,1.676,0.964,1.118,0.643,,
11885,34.19484,-118.59354,1.676,0.912,1.118,0.608,,
12042,34.20873,-118.60506,1.676,0.9,1.117,0.6,,
647,33.78523,-118.25933,1.677,0.961,1.118,0.641,,
915,33.78245,-118.27315,1.677,0.965,1.118,0.643,,
1496,33.74666,-118.28675,1.677,0.975,1.118,0.65,,
12023,34.20856,-118.60412,1.677,0.9,1.118,0.6,,
872,33.78241,-118.27128,1.678,0.965,1.119,0.644,,
963,33.781,-118.27477,1.678,0.967,1.119,0.644,,
1036,33.78012,-118.27654,1.678,0.967,1.119,0.645,,
1076,33.77944,-118.27794,1.678,0.968,1.119,0.645,,
1760,33.91667,-118.29015,1.678,0.924,1.119,0.616,,
10446,33.97734,-118.46261,1.678,0.994,1.119,0.663,,
10508,33.97679,-118.46359,1.678,0.994,1.118,0.663,,
11897,34.19457,-118.59423,1.678,0.912,1.119,0.608,,
1033,33.77999,-118.27652,1.679,0.967,1.119,0.645,,
1723,33.91673,-118.28973,1.679,0.925,1.119,0.616,,
1835,33.91734,-118.29137,1.679,0.925,1.119,0.616,,
5766,33.94725,-118.37756,1.679,0.925,1.119,0.617,,
632,33.78414,-118.25863,1.68,0.963,1.12,0.642,,
646,33.78402,-118.25927,1.68,0.964,1.12,0.642,,
780,33.78266,-118.2673,1.68,0.966,1.12,0.644,,
781,33.78266,-118.2673,1.68,0.966,1.12,0.644,,
847,33.78179,-118.27025,1.68,0.966,1.12,0.644,,
867,33.78125,-118.27094,1.68,0.967,1.12,0.645,,
1527,33.91617,-118.28742,1.68,0.925,1.12,0.617,,
1580,33.91671,-118.28816,1.68,0.925,1.12,0.617,,
5590,33.94582,-118.37405,1.68,0.926,1.12,0.617,,
5602,33.9461,-118.37432,1.68,0.926,1.12,0.617,,
11871,34.19482,-118.59218,1.68,0.914,1.12,0.609,,
725,33.78299,-118.26431,1.681,0.965,1.12,0.644,,
737,33.7826,-118.26485,1.681,0.966,1.121,0.644,,
1608,33.9172,-118.28834,1.681,0.925,1.121,0.617,,
5552,33.94594,-118.37332,1.681,0.927,1.12,0.618,,
5759,33.94834,-118.3774,1.681,0.926,1.121,0.617,,
5790,33.94857,-118.3778,1.681,0.926,1.121,0.617,,
10466,33.97757,-118.46293,1.681,0.995,1.121,0.663,,
11881,34.19457,-118.59325,1.681,0.913,1.121,0.609,,
11898,34.19436,-118.59423,1.681,0.913,1.121,0.609,,
630,33.78357,-118.25858,1.682,0.965,1.121,0.643,,
1004,33.77826,-118.27571,1.682,0.97,1.121,0.647,,
5535,33.94635,-118.37298,1.682,0.927,1.121,0.618,,
5742,33.94859,-118.37706,1.682,0.927,1.121,0.618,,
5781,33.94886,-118.37771,1.682,0.926,1.121,0.618,,
5785,33.94872,-118.37774,1.682,0.926,1.121,0.618,,
6299,33.95131,-118.3837,1.682,0.926,1.122,0.617,,
644,33.78326,-118.25918,1.683,0.965,1.122,0.644,,
808,33.78084,-118.2685,1.683,0.968,1.122,0.646,,
5509,33.94645,-118.37226,1.683,0.928,1.122,0.618,,
5520,33.94685,-118.37267,1.683,0.928,1.122,0.619,,
11867,34.19482,-118.59121,1.683,0.915,1.122,0.61,,
868,33.77952,-118.27107,1.684,0.97,1.122,0.647,,
895,33.77858,-118.27244,1.684,0.971,1.123,0.647,,
1507,33.91812,-118.28699,1.684,0.926,1.123,0.618,,
5733,33.94975,-118.3768,1.684,0.928,1.123,0.619,,
11879,34.19441,-118.59317,1.684,0.914,1.123,0.609,,
11967,34.20878,-118.60195,1.684,0.9,1.123,0.6,,
1204,33.74445,-118.28199,1.685,0.98,1.123,0.653,,
7891,33.96109,-118.41849,1.685,0.939,1.123,0.626,,
11733,34.20144,-118.56087,1.685,0.9,1.124,0.6,,
720,33.78073,-118.26412,1.686,0.97,1.124,0.646,,
1232,33.91743,-118.2824,1.686,0.927,1.124,0.618,,
5486,33.94791,-118.37129,1.686,0.93,1.124,0.62,,
5489,33.94778,-118.37142,1.686,0.929,1.124,0.62,,
5494,33.9481,-118.37161,1.686,0.93,1.124,0.62,,
11847,34.19482,-118.59006,1.686,0.916,1.124,0.61,,
1284,33.91792,-118.2832,1.687,0.927,1.124,0.618,,
5484,33.94807,-118.37125,1.687,0.93,1.125,0.62,,
1293,33.9185,-118.28337,1.688,0.928,1.125,0.618,,
1816,33.92207,-118.29114,1.688,0.929,1.126,0.619,,
1817,33.92188,-118.29114,1.688,0.929,1.125,0.619,,
5437,33.94812,-118.37044,1.688,0.93,1.125,0.62,,
10505,33.97803,-118.46354,1.688,0.996,1.125,0.664,,
10645,33.97737,-118.46517,1.689,0.997,1.126,0.665,,
684,33.77997,-118.26111,1.69,0.972,1.127,0.648,,
685,33.77997,-118.26111,1.69,0.972,1.127,0.648,,
686,33.77997,-118.26111,1.69,0.972,1.127,0.648,,
687,33.77997,-118.26111,1.69,0.972,1.127,0.648,,
688,33.77997,-118.26115,1.69,0.972,1.127,0.648,,
835,33.77646,-118.26988,1.69,0.975,1.127,0.65,,
10521,33.97826,-118.46372,1.69,0.997,1.127,0.665,,
10632,33.97755,-118.465,1.69,0.997,1.126,0.665,,
11824,34.19477,-118.58849,1.69,0.916,1.127,0.611,,
11848,34.19455,-118.59006,1.69,0.916,1.127,0.611,,
11935,34.20878,-118.5996,1.69,0.9,1.127,0.6,,
10482,33.97858,-118.4632,1.691,0.997,1.127,0.665,,
10493,33.97846,-118.46338,1.691,0.997,1.127,0.665,,
6151,33.95349,-118.38154,1.692,0.931,1.128,0.621,,
11815,34.19484,-118.58632,1.692,0.917,1.128,0.611,,
11828,34.19455,-118.58902,1.692,0.917,1.128,0.611,,
843,33.77475,-118.27023,1.693,0.977,1.129,0.652,,
10577,33.97834,-118.46425,1.693,0.998,1.129,0.665,,
10644,33.97786,-118.46516,1.693,0.998,1.128,0.665,,
11808,34.19485,-118.58588,1.693,0.917,1.129,0.611,,
11811,34.19484,-118.5861,1.693,0.917,1.128,0.611,,
11946,34.20933,-118.60093,1.693,0.9,1.129,0.6,,
1594,33.92369,-118.28828,1.694,0.931,1.129,0.621,,
10537,33.97861,-118.46388,1.694,0.998,1.129,0.665,,
11732,34.20162,-118.55812,1.694,0.9,1.129,0.6,,
1278,33.9222,-118.28308,1.695,0.931,1.13,0.62,,
1525,33.92369,-118.2874,1.695,0.931,1.13,0.621,,
857,33.77308,-118.27067,1.696,0.98,1.131,0.653,,
1281,33.92269,-118.28318,1.696,0.931,1.131,0.621,,
5585,33.95226,-118.37401,1.696,0.934,1.131,0.623,,
10665,33.97811,-118.46545,1.696,0.999,1.13,0.666,,
11690,34.20013,-118.54805,1.696,0.9,1.131,0.6,,
5566,33.95236,-118.37361,1.697,0.934,1.131,0.623,,
7256,33.95953,-118.40527,1.697,0.932,1.132,0.622,,
7268,33.95954,-118.40537,1.697,0.932,1.132,0.622,,
7311,33.95953,-118.4057,1.697,0.933,1.132,0.622,,
5545,33.95264,-118.37327,1.698,0.935,1.132,0.623,,
7361,33.95949,-118.40655,1.698,0.933,1.132,0.622,,
7402,33.95952,-118.40754,1.698,0.933,1.132,0.622,,
7430,33.95952,-118.40805,1.698,0.933,1.132,0.622,,
11802,34.19485,-118.58276,1.698,0.918,1.132,0.612,,
11803,34.19485,-118.58304,1.698,0.918,1.132,0.612,,
6131,33.95523,-118.38131,1.699,0.935,1.133,0.623,,
7843,33.96049,-118.417,1.699,0.938,1.133,0.625,,
11800,34.19484,-118.5822,1.699,0.918,1.133,0.612,,
11801,34.19484,-118.58248,1.699,0.918,1.132,0.612,,
11806,34.19442,-118.58586,1.699,0.918,1.133,0.612,,
11809,34.19441,-118.58605,1.699,0.918,1.133,0.612,,
11813,34.1944,-118.58627,1.699,0.918,1.133,0.612,,
11880,34.20832,-118.59321,1.699,0.9,1.133,0.6,,
11713,34.20075,-118.54995,1.7,0.9,1.134,0.6,,
11909,34.20878,-118.59522,1.7,0.9,1.133,0.6,,
11902,34.20879,-118.59456,1.701,0.9,1.134,0.6,,
11908,34.20878,-118.59489,1.701,0.9,1.134,0.6,,
702,33.77507,-118.26244,1.702,0.981,1.134,0.654,,
10722,33.97865,-118.4661,1.702,1,1.135,0.667,,
10725,33.97868,-118.46612,1.702,1,1.135,0.667,,
11702,34.20074,-118.54936,1.702,0.9,1.134,0.6,,
7791,33.96008,-118.41531,1.703,0.936,1.135,0.624,,
7796,33.96006,-118.41547,1.703,0.936,1.135,0.624,,
7810,33.96004,-118.41604,1.703,0.936,1.135,0.624,,
7817,33.96007,-118.4163,1.703,0.937,1.135,0.624,,
7824,33.96007,-118.41646,1.703,0.937,1.135,0.624,,
11805,34.19433,-118.58427,1.703,0.919,1.135,0.613,,
11889,34.20879,-118.59404,1.703,0.9,1.135,0.6,,
1271,33.9269,-118.28301,1.704,0.934,1.136,0.623,,
11715,34.20103,-118.55012,1.704,0.9,1.136,0.6,,
11810,34.19408,-118.58606,1.704,0.919,1.136,0.613,,
11814,34.19408,-118.58627,1.704,0.919,1.136,0.613,,
898,33.92341,-118.2725,1.705,0.934,1.137,0.622,,
6185,33.95711,-118.38189,1.705,0.938,1.137,0.625,,
11807,34.19405,-118.58586,1.705,0.92,1.137,0.613,,
1793,33.93066,-118.29075,1.706,0.936,1.137,0.624,,
1629,33.93062,-118.28864,1.707,0.936,1.138,0.624,,
6834,33.9618,-118.39695,1.707,0.937,1.138,0.625,,
11799,34.19441,-118.58097,1.707,0.92,1.138,0.613,,
692,33.77287,-118.26164,1.708,0.986,1.139,0.658,,
6329,33.95905,-118.38425,1.71,0.94,1.14,0.626,,
10801,33.97938,-118.46692,1.71,1.002,1.14,0.668,,
11701,34.20149,-118.54933,1.711,0.9,1.141,0.6,,
11708,34.20151,-118.54949,1.711,0.9,1.141,0.6,,
11726,34.20252,-118.55531,1.712,0.9,1.141,0.6,,
11795,34.20676,-118.5788,1.712,0.9,1.141,0.6,,
1809,33.93421,-118.29097,1.713,0.939,1.142,0.626,,
11698,34.20149,-118.5487,1.713,0.9,1.142,0.6,,
11846,34.19309,-118.59,1.713,0.921,1.142,0.614,,
11692,34.2015,-118.54807,1.714,0.9,1.143,0.6,,
11737,34.2039,-118.56199,1.714,0.9,1.143,0.6,,
11740,34.20401,-118.56262,1.714,0.9,1.143,0.6,,
11785,34.20675,-118.57781,1.714,0.9,1.143,0.6,,
11788,34.20674,-118.57801,1.714,0.9,1.142,0.6,,
6233,33.95997,-118.38252,1.715,0.942,1.143,0.628,,
6241,33.95997,-118.38256,1.715,0.942,1.143,0.628,,
6242,33.95997,-118.38256,1.715,0.942,1.143,0.628,,
6243,33.95997,-118.38256,1.715,0.942,1.143,0.628,,
10780,33.98012,-118.46672,1.715,1.004,1.143,0.669,,
11798,34.19401,-118.57938,1.715,0.922,1.143,0.615,,
11779,34.20674,-118.57703,1.716,0.9,1.144,0.6,,
11783,34.20678,-118.57739,1.716,0.9,1.144,0.6,,
11725,34.20292,-118.55526,1.717,0.9,1.145,0.6,,
11777,34.20679,-118.57671,1.717,0.9,1.145,0.6,,
1080,33.93242,-118.27808,1.718,0.939,1.145,0.626,,
1110,33.93268,-118.27903,1.718,0.939,1.145,0.626,,
3050,33.94201,-118.30903,1.718,0.944,1.145,0.629,,
10806,33.98027,-118.46704,1.718,1.004,1.145,0.669,,
11680,34.20148,-118.54639,1.718,0.9,1.145,0.6,,
11681,34.20149,-118.54667,1.718,0.9,1.145,0.6,,
11776,34.20675,-118.57634,1.718,0.9,1.145,0.6,,
11679,34.20151,-118.54606,1.719,0.9,1.146,0.6,,
11736,34.2043,-118.56199,1.719,0.9,1.146,0.6,,
11738,34.20437,-118.56256,1.719,0.9,1.146,0.6,,
11768,34.20675,-118.57565,1.719,0.9,1.146,0.6,,
11771,34.20677,-118.576,1.719,0.9,1.146,0.6,,
11793,34.20733,-118.57867,1.719,0.9,1.146,0.6,,
1067,33.93351,-118.27778,1.72,0.94,1.147,0.627,,
11678,34.20151,-118.54573,1.72,0.9,1.147,0.6,,
1244,33.93604,-118.28257,1.722,0.942,1.148,0.628,,
11739,34.20461,-118.56262,1.722,0.9,1.148,0.6,,
11781,34.20729,-118.57714,1.722,0.9,1.148,0.6,,
10627,33.98106,-118.46493,1.723,1.003,1.149,0.669,,
11735,34.20455,-118.56197,1.723,0.9,1.148,0.6,,
1830,33.94049,-118.29127,1.726,0.945,1.15,0.63,,
11683,34.19405,-118.54705,1.726,0.914,1.151,0.609,,
11684,34.19405,-118.54705,1.726,0.914,1.151,0.609,,
653,33.93072,-118.25957,1.727,0.941,1.152,0.627,,
683,33.93132,-118.26091,1.727,0.941,1.152,0.627,,
11767,34.20741,-118.57565,1.727,0.9,1.152,0.6,,
649,33.93126,-118.25944,1.728,0.941,1.152,0.627,,
1066,33.93752,-118.27775,1.728,0.943,1.152,0.629,,
635,33.9313,-118.25875,1.729,0.941,1.153,0.627,,
1209,33.93986,-118.28206,1.73,0.945,1.153,0.63,,
1221,33.94032,-118.28226,1.73,0.945,1.154,0.63,,
1263,33.94047,-118.28293,1.73,0.945,1.154,0.63,,
1265,33.94033,-118.28294,1.73,0.945,1.153,0.63,,
6858,33.96839,-118.39753,1.73,0.949,1.153,0.633,,
11623,34.19641,-118.53769,1.73,0.909,1.153,0.606,,
11794,34.20826,-118.57879,1.73,0.9,1.154,0.6,,
6861,33.96885,-118.39777,1.731,0.95,1.154,0.633,,
11787,34.20817,-118.57801,1.731,0.9,1.154,0.6,,
11791,34.20817,-118.57826,1.731,0.9,1.154,0.6,,
11796,34.20829,-118.57882,1.731,0.9,1.154,0.6,,
11844,34.19196,-118.58958,1.731,0.924,1.154,0.616,,
6394,33.96587,-118.38583,1.732,0.951,1.155,0.634,,
1823,33.94431,-118.29122,1.733,0.948,1.156,0.632,,
736,33.9369,-118.26483,1.734,0.944,1.156,0.629,,
11778,34.20818,-118.57686,1.734,0.9,1.156,0.6,,
11797,34.20854,-118.57893,1.734,0.9,1.156,0.6,,
9132,33.99148,-118.44036,1.735,1.004,1.157,0.669,,
11775,34.20818,-118.57625,1.735,0.9,1.157,0.6,,
6357,33.96647,-118.38479,1.736,0.953,1.157,0.635,,
11622,34.19412,-118.53767,1.736,0.914,1.157,0.609,,
11773,34.20819,-118.57605,1.736,0.9,1.157,0.6,,
9136,33.9916,-118.4404,1.737,1.004,1.158,0.67,,
11592,34.19404,-118.53693,1.737,0.914,1.158,0.61,,
11792,34.2088,-118.5786,1.737,0.9,1.158,0.6,,
6313,33.967,-118.3839,1.738,0.954,1.159,0.636,,
6362,33.96717,-118.38483,1.738,0.954,1.159,0.636,,
11488,34.19909,-118.53194,1.738,0.902,1.159,0.602,,
11755,34.20746,-118.57142,1.738,0.9,1.158,0.6,,
12044,34.21398,-118.60636,1.738,0.9,1.158,0.6,,
499,33.92971,-118.24452,1.739,0.944,1.16,0.629,,
1399,33.94582,-118.28533,1.739,0.949,1.16,0.633,,
9145,33.99172,-118.44056,1.739,1.005,1.159,0.67,,
11485,34.19937,-118.53171,1.739,0.902,1.159,0.601,,
11790,34.20881,-118.57819,1.739,0.9,1.159,0.6,,
1382,33.94582,-118.28517,1.74,0.949,1.16,0.633,,
8130,33.98617,-118.42323,1.74,0.988,1.16,0.659,,
11480,34.19908,-118.53135,1.74,0.902,1.16,0.602,,
11482,34.19854,-118.53167,1.74,0.904,1.16,0.602,,
11483,34.19838,-118.5317,1.74,0.904,1.16,0.603,,
11784,34.20881,-118.57777,1.74,0.9,1.16,0.6,,
1194,33.94583,-118.28192,1.741,0.949,1.161,0.633,,
2395,33.95022,-118.30044,1.741,0.953,1.161,0.636,,
11479,34.19823,-118.53134,1.741,0.904,1.161,0.603,,
11481,34.19769,-118.53142,1.741,0.906,1.161,0.604,,
11782,34.20883,-118.57735,1.741,0.9,1.161,0.6,,
3035,33.95183,-118.30864,1.742,0.955,1.162,0.637,,
10842,33.98186,-118.46745,1.742,1.007,1.162,0.672,,
11486,34.1958,-118.53191,1.742,0.91,1.161,0.607,,
1667,33.94878,-118.28903,1.743,0.952,1.162,0.635,,
1675,33.94881,-118.28917,1.743,0.952,1.162,0.635,,
1692,33.94881,-118.28934,1.743,0.952,1.162,0.635,,
1810,33.94887,-118.29098,1.743,0.952,1.162,0.635,,
10282,33.98373,-118.45977,1.743,1.003,1.162,0.669,,
1581,33.94882,-118.28819,1.744,0.952,1.163,0.635,,
1610,33.94882,-118.28836,1.744,0.952,1.163,0.635,,
1622,33.94881,-118.28851,1.744,0.952,1.163,0.635,,
1641,33.94878,-118.2887,1.744,0.952,1.162,0.635,,
1653,33.94881,-118.28884,1.744,0.952,1.162,0.635,,
2409,33.95097,-118.30056,1.744,0.955,1.163,0.636,,
9153,33.99195,-118.4408,1.744,1.005,1.163,0.67,,
11526,34.19255,-118.53406,1.744,0.918,1.163,0.612,,
11772,34.20883,-118.57604,1.744,0.9,1.163,0.6,,
8201,33.99042,-118.42517,1.745,0.997,1.163,0.665,,
10270,33.98392,-118.45952,1.745,1.003,1.163,0.669,,
11527,34.19171,-118.53412,1.745,0.92,1.164,0.614,,
11769,34.20883,-118.57566,1.745,0.9,1.163,0.6,,
11491,34.19196,-118.53217,1.746,0.92,1.164,0.613,,
