,Lat,Lon,SMS,SM1,SDS,SD1,
413,34.13011,-118.23303,2.809,1.49,1.873,0.993,1.40475
414,34.08746,-118.23329,2.761,1.456,1.841,0.971,1.38075
415,34.10731,-118.23381,2.888,1.41,1.926,0.94,1.4445
416,34.1027,-118.23396,2.878,1.432,1.919,0.954,1.43925
417,34.1066,-118.23524,2.887,1.418,1.925,0.945,1.44375
418,34.10149,-118.23556,2.876,1.442,1.917,0.961,1.43775
419,34.06855,-118.23626,2.591,1.365,1.727,0.91,1.29525
420,34.06855,-118.23626,2.591,1.365,1.727,0.91,1.29525
421,34.06855,-118.23626,2.591,1.365,1.727,0.91,1.29525
422,34.10711,-118.23627,2.889,1.419,1.926,0.946,1.4445
423,34.06634,-118.23629,2.571,1.354,1.714,0.902,1.2855
424,34.06801,-118.2364,2.586,1.362,1.724,0.908,1.293
425,34.06795,-118.23651,2.585,1.362,1.723,0.908,1.29225
426,34.06789,-118.23662,2.585,1.361,1.723,0.908,1.29225
427,34.11988,-118.23708,2.875,1.531,1.917,1.021,1.43775
428,34.11815,-118.23735,2.878,1.53,1.919,1.02,1.43925
429,34.11866,-118.23746,2.878,1.53,1.918,1.02,1.4385
430,34.11139,-118.23767,2.889,1.441,1.926,0.961,1.4445
431,34.06899,-118.2377,2.593,1.367,1.729,0.911,1.29675
432,34.11,-118.23778,2.891,1.411,1.927,0.941,1.44525
433,34.1153,-118.23781,2.883,1.525,1.922,1.017,1.4415
434,34.06834,-118.23887,2.586,1.363,1.724,0.909,1.293
435,34.06693,-118.2389,2.574,1.356,1.716,0.904,1.287
436,34.12002,-118.23923,2.878,1.532,1.919,1.021,1.43925
437,34.10892,-118.23995,2.894,1.423,1.929,0.949,1.44675
438,33.96259,-118.23996,1.85,0.99,1.234,0.66,0.9255
439,34.10995,-118.24012,2.896,1.419,1.93,0.946,1.4475
440,34.06328,-118.24027,2.539,1.338,1.693,0.892,1.26975
441,34.06474,-118.24035,2.552,1.345,1.701,0.897,1.27575
442,34.06819,-118.24036,2.584,1.363,1.722,0.908,1.2915
443,34.11967,-118.24045,2.881,1.533,1.92,1.022,1.44
444,34.06497,-118.24068,2.554,1.346,1.703,0.897,1.27725
445,33.93507,-118.2407,1.755,0.95,1.17,0.633,0.8775
446,34.11951,-118.24077,2.881,1.533,1.921,1.022,1.44075
447,34.06228,-118.24087,2.529,1.332,1.686,0.888,1.2645
448,34.11933,-118.24102,2.882,1.533,1.921,1.022,1.44075
449,34.0647,-118.24103,2.551,1.345,1.701,0.896,1.27575
450,34.0628,-118.24132,2.533,1.335,1.689,0.89,1.26675
451,34.06268,-118.24138,2.532,1.334,1.688,0.89,1.266
452,34.06477,-118.24149,2.551,1.345,1.701,0.897,1.27575
453,34.06412,-118.24155,2.545,1.342,1.697,0.894,1.27275
454,34.06257,-118.24155,2.531,1.334,1.687,0.889,1.26525
455,34.12152,-118.24166,2.874,1.534,1.916,1.023,1.437
456,34.06453,-118.24173,2.549,1.344,1.699,0.896,1.27425
457,34.06282,-118.24174,2.533,1.335,1.689,0.89,1.26675
458,34.06524,-118.24176,2.555,1.347,1.704,0.898,1.278
459,34.0621,-118.24178,2.526,1.331,1.684,0.888,1.263
460,34.06375,-118.24182,2.542,1.34,1.694,0.893,1.2705
461,34.11827,-118.24185,2.884,1.533,1.923,1.022,1.44225
462,34.12032,-118.24189,2.88,1.534,1.92,1.023,1.44
463,34.12134,-118.24191,2.875,1.534,1.917,1.023,1.43775
464,34.11962,-118.24191,2.882,1.533,1.921,1.022,1.44075
465,34.06421,-118.242,2.546,1.342,1.697,0.895,1.27275
466,34.06297,-118.24207,2.534,1.336,1.689,0.89,1.26675
467,34.06548,-118.24212,2.557,1.349,1.705,0.899,1.27875
468,34.06359,-118.24213,2.54,1.339,1.693,0.893,1.26975
469,34.12014,-118.24216,2.881,1.534,1.921,1.023,1.44075
470,34.06256,-118.24226,2.53,1.333,1.687,0.889,1.26525
471,34.12004,-118.24229,2.882,1.534,1.921,1.023,1.44075
472,34.06412,-118.24239,2.544,1.341,1.696,0.894,1.272
473,34.06381,-118.24247,2.541,1.34,1.694,0.893,1.2705
474,34.06151,-118.24262,2.52,1.328,1.68,0.885,1.26
475,34.063,-118.24263,2.534,1.336,1.689,0.89,1.26675
476,34.06215,-118.24266,2.526,1.331,1.684,0.888,1.263
477,34.06231,-118.2427,2.527,1.332,1.685,0.888,1.26375
478,34.06451,-118.2429,2.547,1.343,1.698,0.896,1.2735
479,34.12136,-118.243,2.877,1.535,1.918,1.023,1.4385
480,34.06403,-118.24302,2.543,1.341,1.695,0.894,1.27125
481,34.06173,-118.24305,2.522,1.329,1.681,0.886,1.26075
482,34.11977,-118.24332,2.883,1.534,1.922,1.023,1.4415
483,34.11858,-118.24343,2.885,1.534,1.924,1.022,1.443
484,34.06435,-118.24353,2.545,1.342,1.697,0.895,1.27275
485,34.06374,-118.24361,2.539,1.339,1.693,0.893,1.26975
486,34.06246,-118.24364,2.528,1.333,1.685,0.888,1.26375
487,34.06313,-118.24367,2.534,1.336,1.689,0.891,1.26675
488,34.11997,-118.2438,2.883,1.535,1.922,1.023,1.4415
489,34.06337,-118.24386,2.536,1.337,1.691,0.892,1.26825
490,34.11988,-118.24393,2.883,1.535,1.922,1.023,1.4415
491,34.06272,-118.24412,2.529,1.334,1.686,0.889,1.2645
492,34.06245,-118.24412,2.527,1.332,1.685,0.888,1.26375
493,34.11804,-118.2442,2.887,1.534,1.925,1.023,1.44375
494,34.06663,-118.2442,2.566,1.354,1.71,0.903,1.2825
495,34.11871,-118.24423,2.886,1.534,1.924,1.023,1.443
496,34.11958,-118.24434,2.884,1.535,1.923,1.023,1.44225
497,34.06592,-118.24442,2.559,1.35,1.706,0.9,1.2795
498,34.06346,-118.24449,2.536,1.338,1.691,0.892,1.26825
499,33.92971,-118.24452,1.739,0.944,1.16,0.629,0.87
500,34.06631,-118.24456,2.562,1.352,1.708,0.902,1.281
501,34.06333,-118.24461,2.535,1.337,1.69,0.891,1.2675
502,34.06619,-118.24463,2.561,1.352,1.707,0.901,1.28025
503,34.06318,-118.24468,2.533,1.336,1.689,0.891,1.26675
504,34.06318,-118.24468,2.533,1.336,1.689,0.891,1.26675
505,34.06453,-118.24472,2.546,1.343,1.697,0.895,1.27275
506,34.06596,-118.24477,2.559,1.351,1.706,0.9,1.2795
507,34.06423,-118.24484,2.543,1.342,1.695,0.894,1.27125
508,34.06365,-118.24489,2.537,1.339,1.692,0.892,1.269
509,34.11984,-118.24502,2.884,1.535,1.923,1.024,1.44225
510,34.0675,-118.24506,2.573,1.359,1.715,0.906,1.28625
511,34.06738,-118.24512,2.572,1.358,1.715,0.905,1.28625
512,34.11806,-118.24518,2.888,1.534,1.925,1.023,1.44375
513,34.06292,-118.24544,2.53,1.335,1.687,0.89,1.26525
514,34.06775,-118.24566,2.575,1.36,1.716,0.907,1.287
515,34.00123,-118.24577,2.036,1.077,1.357,0.718,1.01775
516,34.15987,-118.24583,2.797,1.527,1.865,1.018,1.39875
517,34.15979,-118.24583,2.797,1.528,1.865,1.018,1.39875
518,34.15977,-118.24583,2.797,1.528,1.865,1.018,1.39875
519,34.06726,-118.24595,2.57,1.357,1.713,0.905,1.28475
520,34.06713,-118.24602,2.569,1.356,1.712,0.904,1.284
521,34.06938,-118.24605,2.59,1.368,1.726,0.912,1.2945
522,34.06866,-118.24609,2.583,1.364,1.722,0.91,1.2915
523,34.06885,-118.24615,2.585,1.365,1.723,0.91,1.29225
524,34.06781,-118.2462,2.575,1.36,1.717,0.907,1.28775
525,33.95254,-118.24627,1.786,0.961,1.19,0.641,0.8925
526,34.06659,-118.24634,2.563,1.354,1.709,0.902,1.28175
527,34.06744,-118.24641,2.571,1.358,1.714,0.905,1.2855
528,34.06868,-118.24642,2.583,1.365,1.722,0.91,1.2915
529,34.0669,-118.24671,2.566,1.355,1.71,0.903,1.2825
530,34.06898,-118.24682,2.585,1.366,1.723,0.911,1.29225
531,34.06873,-118.24695,2.583,1.365,1.722,0.91,1.2915
532,34.06768,-118.24701,2.573,1.359,1.715,0.906,1.28625
533,34.06861,-118.24704,2.581,1.364,1.721,0.909,1.29075
534,34.06569,-118.24708,2.554,1.349,1.703,0.899,1.27725
535,34.06683,-118.24712,2.565,1.355,1.71,0.903,1.2825
536,34.06709,-118.24726,2.567,1.356,1.711,0.904,1.28325
537,34.10374,-118.24747,2.884,1.47,1.922,0.98,1.4415
538,34.06763,-118.24761,2.572,1.359,1.714,0.906,1.2855
539,34.06706,-118.24777,2.566,1.356,1.711,0.904,1.28325
540,34.06755,-118.24781,2.571,1.358,1.714,0.906,1.2855
541,34.06966,-118.24785,2.591,1.37,1.727,0.913,1.29525
542,34.06923,-118.24798,2.586,1.367,1.724,0.912,1.293
543,33.79364,-118.24811,1.649,0.937,1.1,0.624,0.825
544,33.79399,-118.24849,1.648,0.936,1.099,0.624,0.82425
545,34.09153,-118.24871,2.795,1.483,1.864,0.989,1.398
546,34.00418,-118.24875,2.054,1.087,1.369,0.725,1.02675
547,34.00856,-118.24889,2.088,1.104,1.392,0.736,1.044
548,34.01638,-118.24905,2.149,1.136,1.433,0.757,1.07475
549,34.0695,-118.24934,2.588,1.369,1.725,0.912,1.29375
550,34.01648,-118.24937,2.15,1.136,1.433,0.757,1.07475
551,34.07245,-118.24966,2.615,1.384,1.744,0.923,1.308
552,34.02137,-118.25,2.186,1.155,1.458,0.77,1.0935
553,34.06668,-118.25038,2.559,1.353,1.706,0.902,1.2795
554,34.00327,-118.25051,2.043,1.082,1.362,0.721,1.0215
555,34.06565,-118.25058,2.549,1.347,1.699,0.898,1.27425
556,34.06621,-118.25066,2.554,1.35,1.703,0.9,1.27725
557,34.07565,-118.25078,2.643,1.4,1.762,0.933,1.3215
558,34.11297,-118.25087,2.905,1.503,1.937,1.002,1.45275
559,34.06688,-118.25087,2.56,1.353,1.706,0.902,1.2795
560,34.0213,-118.25099,2.183,1.153,1.456,0.769,1.092
561,34.07662,-118.25102,2.652,1.405,1.768,0.937,1.326
562,34.11308,-118.25105,2.905,1.506,1.937,1.004,1.45275
563,34.06657,-118.25113,2.556,1.351,1.704,0.901,1.278
564,34.06685,-118.2512,2.558,1.353,1.706,0.902,1.2795
565,34.00049,-118.25145,2.019,1.07,1.346,0.713,1.0095
566,33.99344,-118.25176,1.982,1.053,1.321,0.702,0.99075
567,34.06677,-118.25181,2.556,1.352,1.704,0.901,1.278
568,34.08389,-118.25198,2.718,1.442,1.812,0.961,1.359
569,34.11398,-118.25204,2.904,1.522,1.936,1.015,1.452
570,34.07666,-118.25213,2.649,1.404,1.766,0.936,1.3245
571,34.07736,-118.25237,2.655,1.407,1.77,0.938,1.3275
572,34.07131,-118.2524,2.597,1.375,1.731,0.917,1.29825
573,34.07142,-118.25248,2.598,1.376,1.732,0.917,1.299
574,34.07921,-118.25297,2.67,1.416,1.78,0.944,1.335
575,34.02002,-118.25302,2.168,1.146,1.446,0.764,1.0845
576,34.07607,-118.25314,2.64,1.399,1.76,0.933,1.32
577,34.07592,-118.25327,2.638,1.398,1.759,0.932,1.31925
578,34.07145,-118.25332,2.596,1.375,1.73,0.916,1.2975
579,34.08305,-118.25339,2.706,1.436,1.804,0.957,1.353
580,34.07625,-118.25358,2.641,1.4,1.76,0.933,1.32
581,34.07946,-118.25367,2.671,1.417,1.78,0.945,1.335
582,34.08212,-118.25371,2.696,1.431,1.797,0.954,1.34775
583,34.11578,-118.25414,2.902,1.53,1.935,1.02,1.45125
584,34.11426,-118.25479,2.897,1.529,1.931,1.019,1.44825
585,34.11657,-118.25506,2.902,1.53,1.934,1.02,1.4505
586,34.00693,-118.25507,2.062,1.093,1.375,0.728,1.03125
587,34.09339,-118.25513,2.798,1.488,1.865,0.992,1.39875
588,34.00112,-118.25522,2.017,1.069,1.344,0.713,1.008
589,34.08154,-118.25527,2.686,1.426,1.791,0.951,1.34325
590,34.0214,-118.25552,2.173,1.148,1.448,0.766,1.086
591,34.06442,-118.25571,2.521,1.333,1.681,0.889,1.26075
592,34.07785,-118.25581,2.649,1.406,1.766,0.937,1.3245
593,34.07949,-118.25599,2.664,1.414,1.776,0.943,1.332
594,33.959,-118.25608,1.806,0.972,1.204,0.648,0.903
595,33.95886,-118.25608,1.805,0.972,1.204,0.648,0.903
596,33.95773,-118.25608,1.8,0.969,1.2,0.646,0.9
597,34.08596,-118.25615,2.725,1.448,1.817,0.965,1.36275
598,34.01732,-118.25616,2.14,1.132,1.427,0.755,1.07025
599,34.02149,-118.25619,2.172,1.148,1.448,0.765,1.086
600,34.07433,-118.25621,2.615,1.386,1.743,0.924,1.30725
601,34.08006,-118.25623,2.669,1.417,1.779,0.945,1.33425
602,34.07822,-118.25632,2.651,1.407,1.767,0.938,1.32525
603,34.07274,-118.25636,2.599,1.378,1.733,0.918,1.29975
604,34.11601,-118.25639,2.896,1.528,1.931,1.018,1.44825
605,34.0789,-118.25641,2.657,1.41,1.772,0.94,1.329
606,33.95886,-118.25644,1.805,0.972,1.203,0.648,0.90225
607,34.07121,-118.25646,2.584,1.369,1.723,0.913,1.29225
608,34.09237,-118.25651,2.785,1.482,1.856,0.988,1.392
609,34.11653,-118.25653,2.897,1.528,1.931,1.018,1.44825
610,34.07933,-118.25669,2.661,1.412,1.774,0.942,1.3305
611,33.96124,-118.2567,1.817,0.977,1.211,0.651,0.90825
612,34.00796,-118.25675,2.067,1.095,1.378,0.73,1.0335
613,33.95684,-118.25685,1.795,0.967,1.197,0.645,0.89775
614,34.01925,-118.25689,2.153,1.138,1.435,0.759,1.07625
615,34.07616,-118.25692,2.63,1.395,1.753,0.93,1.31475
616,34.07174,-118.25692,2.588,1.371,1.725,0.914,1.29375
617,34.06388,-118.25692,2.512,1.329,1.675,0.886,1.25625
618,34.02208,-118.25702,2.174,1.149,1.449,0.766,1.08675
619,33.97202,-118.25708,1.869,1.001,1.246,0.667,0.9345
620,34.12053,-118.25709,2.899,1.528,1.933,1.019,1.44975
621,34.02001,-118.25715,2.158,1.141,1.439,0.761,1.07925
622,34.07357,-118.25769,2.603,1.38,1.735,0.92,1.30125
623,34.01153,-118.25795,2.092,1.108,1.394,0.739,1.0455
624,34.01123,-118.25795,2.089,1.107,1.393,0.738,1.04475
625,34.11651,-118.25802,2.892,1.526,1.928,1.017,1.446
626,33.99733,-118.2582,1.989,1.057,1.326,0.705,0.9945
627,34.06536,-118.25821,2.523,1.335,1.682,0.89,1.2615
628,34.02486,-118.25829,2.191,1.158,1.461,0.772,1.09575
629,33.99732,-118.25841,1.989,1.057,1.326,0.704,0.9945
630,33.78357,-118.25858,1.682,0.965,1.121,0.643,0.84075
631,34.07238,-118.25859,2.589,1.373,1.726,0.915,1.2945
632,33.78414,-118.25863,1.68,0.963,1.12,0.642,0.84
633,34.07536,-118.25873,2.617,1.389,1.745,0.926,1.30875
634,34.07214,-118.25874,2.586,1.371,1.724,0.914,1.293
635,33.9313,-118.25875,1.729,0.941,1.153,0.627,0.86475
636,34.11898,-118.25876,2.896,1.525,1.931,1.017,1.44825
637,34.0988,-118.25888,2.839,1.513,1.892,1.008,1.419
638,34.09788,-118.25888,2.83,1.508,1.887,1.005,1.41525
639,34.09754,-118.25888,2.827,1.506,1.885,1.004,1.41375
640,34.10533,-118.25889,2.863,1.496,1.909,0.997,1.43175
641,34.11531,-118.25904,2.886,1.524,1.924,1.016,1.443
642,34.07171,-118.25915,2.581,1.368,1.72,0.912,1.29
643,34.0197,-118.25917,2.15,1.138,1.434,0.758,1.0755
644,33.78326,-118.25918,1.683,0.965,1.122,0.644,0.8415
645,34.01983,-118.25927,2.151,1.138,1.434,0.759,1.0755
646,33.78402,-118.25927,1.68,0.964,1.12,0.642,0.84
647,33.78523,-118.25933,1.677,0.961,1.118,0.641,0.8385
648,34.10588,-118.25937,2.863,1.495,1.908,0.997,1.431
649,33.93126,-118.25944,1.728,0.941,1.152,0.627,0.864
650,34.09917,-118.25952,2.84,1.514,1.894,1.009,1.4205
651,34.09897,-118.25954,2.838,1.513,1.892,1.009,1.419
652,34.02223,-118.25956,2.168,1.147,1.446,0.764,1.0845
653,33.93072,-118.25957,1.727,0.941,1.152,0.627,0.864
654,34.09856,-118.25958,2.834,1.511,1.89,1.007,1.4175
655,34.09732,-118.25958,2.823,1.504,1.882,1.003,1.4115
656,34.09883,-118.25959,2.837,1.512,1.891,1.008,1.41825
657,34.09842,-118.25961,2.833,1.51,1.889,1.007,1.41675
658,34.07209,-118.25963,2.583,1.37,1.722,0.913,1.2915
659,34.07117,-118.25963,2.574,1.365,1.716,0.91,1.287
660,34.01894,-118.25966,2.144,1.134,1.429,0.756,1.07175
661,34.02176,-118.25968,2.165,1.145,1.443,0.763,1.08225
662,34.02672,-118.25981,2.201,1.163,1.467,0.775,1.10025
663,34.11601,-118.25985,2.886,1.523,1.924,1.015,1.443
664,34.10569,-118.25994,2.861,1.498,1.907,0.998,1.43025
665,34.11612,-118.25995,2.886,1.523,1.924,1.015,1.443
666,34.01028,-118.26012,2.077,1.101,1.385,0.734,1.03875
667,33.99956,-118.26015,1.996,1.06,1.331,0.707,0.99825
668,34.07889,-118.26016,2.646,1.406,1.764,0.937,1.323
669,34.09298,-118.26026,2.78,1.481,1.853,0.987,1.38975
670,34.0611,-118.26029,2.475,1.309,1.65,0.872,1.2375
671,34.10507,-118.26031,2.858,1.501,1.905,1.001,1.42875
672,34.09188,-118.26032,2.769,1.475,1.846,0.983,1.3845
673,34.10607,-118.26036,2.86,1.497,1.907,0.998,1.43025
674,34.0905,-118.26042,2.756,1.467,1.837,0.978,1.37775
675,34.09048,-118.26043,2.756,1.467,1.837,0.978,1.37775
676,34.09048,-118.26043,2.756,1.467,1.837,0.978,1.37775
677,34.09048,-118.26043,2.756,1.467,1.837,0.978,1.37775
678,34.00052,-118.2605,2.002,1.063,1.334,0.709,1.0005
679,34.10769,-118.26058,2.864,1.492,1.909,0.995,1.43175
680,34.11492,-118.26072,2.88,1.522,1.92,1.014,1.44
681,34.1168,-118.26077,2.885,1.522,1.923,1.015,1.44225
682,34.09257,-118.26083,2.774,1.478,1.85,0.985,1.3875
683,33.93132,-118.26091,1.727,0.941,1.152,0.627,0.864
684,33.77997,-118.26111,1.69,0.972,1.127,0.648,0.84525
685,33.77997,-118.26111,1.69,0.972,1.127,0.648,0.84525
686,33.77997,-118.26111,1.69,0.972,1.127,0.648,0.84525
687,33.77997,-118.26111,1.69,0.972,1.127,0.648,0.84525
688,33.77997,-118.26115,1.69,0.972,1.127,0.648,0.84525
689,34.05972,-118.26133,2.459,1.3,1.639,0.866,1.22925
690,34.05916,-118.26147,2.453,1.296,1.635,0.864,1.22625
691,34.05893,-118.26157,2.45,1.295,1.633,0.863,1.22475
692,33.77287,-118.26164,1.708,0.986,1.139,0.658,0.85425
693,34.02127,-118.2618,2.155,1.14,1.437,0.76,1.07775
694,34.06621,-118.26183,2.52,1.335,1.68,0.89,1.26
695,34.07943,-118.26192,2.646,1.407,1.764,0.938,1.323
696,34.05693,-118.26213,2.429,1.283,1.619,0.855,1.21425
697,34.11547,-118.26222,2.877,1.52,1.918,1.013,1.4385
698,34.00947,-118.26227,2.066,1.096,1.377,0.73,1.03275
699,34.02354,-118.2624,2.171,1.148,1.447,0.765,1.08525
700,34.06553,-118.26244,2.511,1.33,1.674,0.887,1.2555
701,34.02556,-118.26244,2.185,1.155,1.457,0.77,1.09275
702,33.77507,-118.26244,1.702,0.981,1.134,0.654,0.8505
703,33.9677,-118.26245,1.843,0.99,1.228,0.66,0.921
704,34.02254,-118.26262,2.163,1.144,1.442,0.763,1.0815
705,34.06703,-118.26266,2.525,1.338,1.683,0.892,1.26225
706,34.11533,-118.26326,2.874,1.518,1.916,1.012,1.437
707,34.08533,-118.26331,2.698,1.437,1.799,0.958,1.34925
708,34.00948,-118.26342,2.064,1.095,1.376,0.73,1.032
709,34.05956,-118.26348,2.45,1.295,1.633,0.864,1.22475
710,34.08014,-118.26359,2.648,1.408,1.765,0.939,1.32375
711,34.01138,-118.26375,2.077,1.101,1.385,0.734,1.03875
712,33.79479,-118.26379,1.652,0.942,1.101,0.628,0.82575
713,34.05798,-118.2638,2.434,1.286,1.623,0.857,1.21725
714,33.79269,-118.26383,1.657,0.946,1.105,0.631,0.82875
715,34.08196,-118.26387,2.665,1.418,1.776,0.945,1.332
716,34.02237,-118.26392,2.158,1.142,1.439,0.761,1.07925
717,34.0793,-118.26403,2.639,1.403,1.759,0.936,1.31925
718,33.95558,-118.26405,1.784,0.964,1.189,0.643,0.89175
719,34.06539,-118.26408,2.505,1.327,1.67,0.885,1.2525
720,33.78073,-118.26412,1.686,0.97,1.124,0.646,0.843
721,33.80075,-118.26417,1.638,0.931,1.092,0.621,0.819
722,34.114,-118.26419,2.868,1.517,1.912,1.011,1.434
723,34.07307,-118.26428,2.578,1.369,1.719,0.913,1.28925
724,34.06548,-118.26431,2.505,1.327,1.67,0.885,1.2525
725,33.78299,-118.26431,1.681,0.965,1.12,0.644,0.84
726,33.80083,-118.26434,1.639,0.931,1.092,0.621,0.819
727,33.80329,-118.26436,1.638,0.93,1.092,0.62,0.819
728,34.10809,-118.26437,2.853,1.5,1.902,1,1.4265
729,33.80226,-118.26445,1.638,0.931,1.092,0.62,0.819
730,34.05687,-118.26447,2.421,1.279,1.614,0.853,1.2105
731,34.01138,-118.26461,2.075,1.101,1.383,0.734,1.03725
732,34.06717,-118.26474,2.52,1.336,1.68,0.891,1.26
733,34.00071,-118.26478,1.995,1.06,1.33,0.707,0.9975
734,33.95512,-118.26481,1.781,0.963,1.188,0.642,0.891
735,34.08039,-118.26483,2.647,1.408,1.765,0.939,1.32375
736,33.9369,-118.26483,1.734,0.944,1.156,0.629,0.867
737,33.7826,-118.26485,1.681,0.966,1.121,0.644,0.84075
738,34.08025,-118.26492,2.645,1.407,1.764,0.938,1.323
739,34.05141,-118.26521,2.365,1.247,1.577,0.831,1.18275
740,34.0575,-118.26522,2.425,1.281,1.616,0.854,1.212
741,34.0634,-118.26524,2.482,1.314,1.655,0.876,1.24125
742,34.0606,-118.26531,2.455,1.298,1.636,0.866,1.227
743,34.02418,-118.26531,2.168,1.147,1.445,0.765,1.08375
744,34.12608,-118.26533,2.892,1.518,1.928,1.012,1.446
745,34.12577,-118.26542,2.891,1.518,1.927,1.012,1.44525
746,34.09168,-118.26546,2.753,1.468,1.835,0.979,1.37625
747,33.96313,-118.26549,1.818,0.98,1.212,0.653,0.909
748,33.94666,-118.26552,1.751,0.95,1.167,0.633,0.87525
749,33.98007,-118.26557,1.896,1.015,1.264,0.677,0.948
750,34.06155,-118.26558,2.463,1.303,1.642,0.869,1.2315
751,34.02044,-118.26561,2.14,1.133,1.426,0.755,1.0695
752,34.10741,-118.26564,2.848,1.506,1.899,1.004,1.42425
753,34.06008,-118.26567,2.448,1.295,1.632,0.863,1.224
754,34.08104,-118.26568,2.651,1.411,1.767,0.941,1.32525
755,34.06282,-118.2657,2.475,1.31,1.65,0.874,1.2375
756,34.06427,-118.26575,2.489,1.318,1.659,0.879,1.24425
757,34.12623,-118.26577,2.891,1.517,1.927,1.012,1.44525
758,34.06771,-118.26579,2.522,1.337,1.681,0.892,1.26075
759,34.06292,-118.26586,2.475,1.311,1.65,0.874,1.2375
760,34.0684,-118.26588,2.528,1.341,1.686,0.894,1.2645
761,34.07898,-118.26589,2.63,1.399,1.753,0.933,1.31475
762,34.06411,-118.2659,2.487,1.317,1.658,0.878,1.2435
763,34.06406,-118.2659,2.486,1.317,1.658,0.878,1.2435
764,34.06403,-118.26591,2.486,1.317,1.657,0.878,1.24275
765,34.0664,-118.26593,2.509,1.33,1.673,0.887,1.25475
766,34.0662,-118.26603,2.507,1.329,1.671,0.886,1.25325
767,34.08041,-118.26617,2.643,1.407,1.762,0.938,1.3215
768,34.07903,-118.26624,2.63,1.399,1.753,0.933,1.31475
769,34.08027,-118.26625,2.642,1.406,1.761,0.937,1.32075
770,34.06777,-118.26625,2.521,1.337,1.681,0.891,1.26075
771,34.06685,-118.26629,2.512,1.332,1.675,0.888,1.25625
772,34.06751,-118.2664,2.518,1.336,1.679,0.89,1.25925
773,34.0654,-118.2665,2.497,1.324,1.665,0.882,1.24875
774,34.06297,-118.26662,2.473,1.31,1.649,0.873,1.23675
775,34.06209,-118.26684,2.464,1.305,1.643,0.87,1.23225
776,33.999,-118.26688,1.981,1.054,1.32,0.703,0.99
777,34.062,-118.26695,2.463,1.304,1.642,0.869,1.2315
778,34.06186,-118.26697,2.462,1.303,1.641,0.869,1.23075
779,34.06804,-118.26726,2.521,1.337,1.68,0.892,1.26
780,33.78266,-118.2673,1.68,0.966,1.12,0.644,0.84
781,33.78266,-118.2673,1.68,0.966,1.12,0.644,0.84
782,34.05781,-118.26736,2.421,1.28,1.614,0.853,1.2105
783,34.07359,-118.26737,2.574,1.368,1.716,0.912,1.287
784,34.06211,-118.26749,2.462,1.304,1.642,0.869,1.2315
785,34.07584,-118.26777,2.594,1.38,1.73,0.92,1.2975
786,33.99634,-118.26777,1.967,1.048,1.311,0.699,0.98325
787,34.02271,-118.26778,2.15,1.139,1.434,0.759,1.0755
788,34.07379,-118.26788,2.574,1.368,1.716,0.912,1.287
789,34.12929,-118.26789,2.891,1.515,1.928,1.01,1.446
790,34.11003,-118.26789,2.848,1.504,1.898,1.003,1.4235
791,34.05712,-118.26789,2.412,1.275,1.608,0.85,1.206
792,34.05064,-118.26792,2.349,1.238,1.566,0.825,1.1745
793,33.99505,-118.26795,1.961,1.045,1.307,0.697,0.98025
794,34.06348,-118.26797,2.474,1.311,1.649,0.874,1.23675
795,34.06458,-118.26798,2.485,1.317,1.657,0.878,1.24275
796,34.00357,-118.26802,2.01,1.069,1.34,0.712,1.005
797,34.09018,-118.26807,2.731,1.457,1.821,0.972,1.36575
798,33.99562,-118.2681,1.963,1.046,1.309,0.698,0.98175
799,34.06441,-118.26813,2.483,1.316,1.655,0.877,1.24125
800,34.13588,-118.2682,2.88,1.458,1.92,0.972,1.44
801,34.06235,-118.26828,2.462,1.304,1.641,0.869,1.23075
802,34.02101,-118.2683,2.137,1.132,1.425,0.755,1.06875
803,34.07147,-118.26831,2.551,1.355,1.7,0.903,1.275
804,34.10945,-118.26834,2.845,1.507,1.897,1.004,1.42275
805,33.96673,-118.26835,1.832,0.987,1.221,0.658,0.91575
806,34.13588,-118.26837,2.88,1.457,1.92,0.972,1.44
807,34.07173,-118.26844,2.553,1.356,1.702,0.904,1.2765
808,33.78084,-118.2685,1.683,0.968,1.122,0.646,0.8415
809,34.06131,-118.26855,2.451,1.298,1.634,0.865,1.2255
810,34.0636,-118.26859,2.473,1.311,1.649,0.874,1.23675
811,34.0507,-118.26864,2.347,1.237,1.565,0.825,1.17375
812,34.05982,-118.26866,2.436,1.289,1.624,0.859,1.218
813,34.00039,-118.26868,1.985,1.056,1.323,0.704,0.99225
814,34.13558,-118.26871,2.882,1.46,1.921,0.973,1.44075
815,34.05898,-118.26877,2.428,1.284,1.618,0.856,1.2135
816,34.08955,-118.26881,2.723,1.453,1.815,0.969,1.36125
817,34.0776,-118.2691,2.607,1.388,1.738,0.925,1.3035
818,34.13641,-118.2692,2.881,1.451,1.92,0.967,1.44
819,34.06282,-118.26922,2.464,1.305,1.643,0.87,1.23225
820,33.94814,-118.26924,1.752,0.951,1.168,0.634,0.876
821,34.08891,-118.26934,2.715,1.449,1.81,0.966,1.3575
822,34.06755,-118.26941,2.509,1.332,1.673,0.888,1.25475
823,34.10891,-118.26953,2.84,1.509,1.893,1.006,1.41975
824,33.94767,-118.26953,1.751,0.95,1.167,0.634,0.87525
825,34.0886,-118.26954,2.712,1.447,1.808,0.965,1.356
826,34.13313,-118.26955,2.89,1.484,1.927,0.989,1.44525
